customer_id,total_revenue,total_orders,first_purchase,last_purchase,days_active,avg_order_value,purchase_frequency,clv,acquisition_channel,gender,age_group,city,state
C0252,2465.6,2,2024-01-24,2025-03-23,425,1232.8,2,2465.6,Google Search,Female,25-34,Bengaluru,Karnataka
C0253,976.25,2,2024-07-29,2025-01-11,167,488.12,2,976.25,Google Search,Male,18-24,Hyderabad,Telangana
C0254,514.05,1,2025-08-19,2025-08-19,1,514.05,1,514.05,Instagram,Male,18-24,Coimbatore,Tamil Nadu
C0255,2189.55,3,2024-01-01,2025-09-13,622,729.85,3,2189.55,Instagram,Other,18-24,Noida,Uttar Pradesh
C0257,822.1,1,2024-03-12,2024-03-12,1,822.1,1,822.1,Google Search,Female,45+,Indore,Madhya Pradesh
C0258,1557.1,2,2024-03-08,2024-04-13,37,778.55,2,1557.1,YouTube,Male,18-24,Bhopal,Madhya Pradesh
C0259,1301.4,2,2024-05-17,2024-11-29,197,650.7,2,1301.4,Referral,Female,25-34,Indore,Madhya Pradesh
C0260,891.1500000000001,2,2025-04-13,2025-07-01,80,445.58,2,891.15,Referral,Female,18-24,Lucknow,Uttar Pradesh
C0261,718.2,1,2025-07-17,2025-07-17,1,718.2,1,718.2,Instagram,Other,25-34,Kochi,Kerala
C0263,1245.65,1,2024-08-03,2024-08-03,1,1245.65,1,1245.65,Instagram,Male,25-34,Lucknow,Uttar Pradesh
C0264,708.0,1,2025-04-16,2025-04-16,1,708.0,1,708.0,Instagram,Male,25-34,Kolkata,West Bengal
C0265,808.05,2,2025-06-19,2025-08-19,62,404.02,2,808.05,Google Search,Male,35-44,Indore,Madhya Pradesh
C0266,2120.0,4,2024-10-19,2025-01-28,102,530.0,4,2120.0,Instagram,Male,25-34,Chennai,Tamil Nadu
C0267,580.55,1,2024-05-21,2024-05-21,1,580.55,1,580.55,Google Search,Other,25-34,Bengaluru,Karnataka
C0268,1555.65,3,2024-02-08,2025-03-13,400,518.55,3,1555.65,Google Search,Female,18-24,Lucknow,Uttar Pradesh
C0269,6823.15,5,2024-04-09,2025-05-30,417,1364.63,5,6823.15,YouTube,Female,25-34,Nagpur,Maharashtra
C0270,1372.1,2,2025-03-09,2025-04-22,45,686.05,2,1372.1,Instagram,Other,45+,Indore,Madhya Pradesh
C0271,3072.4,3,2024-08-15,2025-05-29,288,1024.13,3,3072.4,Instagram,Male,25-34,Bhopal,Madhya Pradesh
C0273,2560.25,1,2025-09-21,2025-09-21,1,2560.25,1,2560.25,Instagram,Male,25-34,Indore,Madhya Pradesh
C0274,609.05,1,2024-10-19,2024-10-19,1,609.05,1,609.05,Google Search,Male,25-34,Kochi,Kerala
C0275,534.1,1,2024-08-13,2024-08-13,1,534.1,1,534.1,YouTube,Male,25-34,Bhopal,Madhya Pradesh
C0277,3693.4,3,2024-04-03,2025-01-09,282,1231.13,3,3693.4,Instagram,Female,45+,Kochi,Kerala
C0278,2086.25,2,2025-02-02,2025-11-20,292,1043.12,2,2086.25,YouTube,Female,25-34,Ahmedabad,Gujarat
C0279,1527.85,1,2024-02-12,2024-02-12,1,1527.85,1,1527.85,YouTube,Other,25-34,Bengaluru,Karnataka
C0280,5276.549999999999,4,2024-01-19,2024-10-30,286,1319.14,4,5276.55,Instagram,Male,25-34,Chennai,Tamil Nadu
C0282,3482.5499999999997,4,2024-11-07,2025-04-17,162,870.64,4,3482.55,Google Search,Female,25-34,Gurugram,Haryana
C0284,1437.0,2,2024-10-29,2025-02-12,107,718.5,2,1437.0,Google Search,Other,18-24,Lucknow,Uttar Pradesh
C0286,2239.8,3,2024-03-13,2025-05-09,423,746.6,3,2239.8,Google Search,Female,25-34,Delhi,Delhi
C0287,1103.3,1,2025-05-05,2025-05-05,1,1103.3,1,1103.3,Referral,Male,45+,Pune,Maharashtra
C0288,390.55,1,2025-10-16,2025-10-16,1,390.55,1,390.55,YouTube,Female,25-34,Jaipur,Rajasthan
C0289,2844.35,2,2024-05-25,2025-11-22,547,1422.18,2,2844.35,Website Direct,Other,18-24,Coimbatore,Tamil Nadu
C0290,3377.05,3,2024-06-15,2024-08-17,64,1125.68,3,3377.05,Instagram,Female,25-34,Ahmedabad,Gujarat
C0291,3751.4,3,2024-12-16,2025-10-04,293,1250.47,3,3751.4,Instagram,Female,18-24,Mumbai,Maharashtra
C0292,1742.1499999999999,2,2024-01-15,2024-10-22,282,871.08,2,1742.15,Website Direct,Other,25-34,Kolkata,West Bengal
C0293,4451.8,4,2024-03-21,2025-08-31,529,1112.95,4,4451.8,Referral,Male,25-34,Gurugram,Haryana
C0294,1897.15,1,2024-08-22,2024-08-22,1,1897.15,1,1897.15,Google Search,Male,25-34,Bhopal,Madhya Pradesh
C0295,816.2,2,2024-10-22,2025-12-26,431,408.1,2,816.2,YouTube,Female,25-34,Kochi,Kerala
C0296,4059.0,3,2024-08-16,2025-09-08,389,1353.0,3,4059.0,Instagram,Male,18-24,Indore,Madhya Pradesh
C0297,718.2,1,2025-01-28,2025-01-28,1,718.2,1,718.2,Instagram,Male,18-24,Pune,Maharashtra
C0298,1138.1,1,2024-11-09,2024-11-09,1,1138.1,1,1138.1,Referral,Male,35-44,Surat,Gujarat
C0299,4755.55,4,2024-10-10,2025-09-03,329,1188.89,4,4755.55,Google Search,Other,25-34,Vadodara,Gujarat
C0300,1529.55,3,2024-01-13,2024-05-06,115,509.85,3,1529.55,Website Direct,Male,18-24,Surat,Gujarat
C0301,5810.2,3,2024-05-22,2024-09-11,113,1936.73,3,5810.2,Google Search,Other,25-34,Kolkata,West Bengal
C0302,4439.3,4,2025-02-04,2025-08-26,204,1109.82,4,4439.3,Website Direct,Male,25-34,Chandigarh,Chandigarh
C0303,3155.35,3,2024-03-11,2025-11-21,621,1051.78,3,3155.35,Google Search,Male,25-34,Indore,Madhya Pradesh
C0304,1177.15,2,2024-08-04,2025-06-05,306,588.58,2,1177.15,Referral,Other,25-34,Indore,Madhya Pradesh
C0305,548.0,1,2025-10-17,2025-10-17,1,548.0,1,548.0,Google Search,Other,25-34,Jaipur,Rajasthan
C0306,1941.1999999999998,2,2024-08-25,2025-07-21,331,970.6,2,1941.2,Google Search,Other,45+,Lucknow,Uttar Pradesh
C0307,5358.299999999999,5,2024-04-12,2025-12-27,625,1071.66,5,5358.3,Referral,Female,18-24,Noida,Uttar Pradesh
C0308,5548.05,4,2024-01-14,2025-12-10,697,1387.01,4,5548.05,Website Direct,Male,18-24,Noida,Uttar Pradesh
C0309,1077.1,2,2024-11-14,2025-08-12,272,538.55,2,1077.1,Google Search,Female,25-34,Lucknow,Uttar Pradesh
C0310,3389.3,3,2024-03-20,2025-07-03,471,1129.77,3,3389.3,Referral,Other,25-34,Noida,Uttar Pradesh
C0311,4106.5,4,2024-01-31,2025-03-31,426,1026.62,4,4106.5,Referral,Male,25-34,Indore,Madhya Pradesh
C0312,3107.05,2,2024-06-07,2025-07-08,397,1553.52,2,3107.05,Google Search,Other,25-34,Mumbai,Maharashtra
C0313,719.1,1,2025-07-18,2025-07-18,1,719.1,1,719.1,Referral,Other,25-34,Delhi,Delhi
C0314,938.7,2,2024-10-11,2025-06-06,239,469.35,2,938.7,Website Direct,Female,35-44,Bhopal,Madhya Pradesh
C0315,798.4,1,2024-10-03,2024-10-03,1,798.4,1,798.4,Google Search,Female,18-24,Hyderabad,Telangana
C0317,1238.25,1,2025-10-29,2025-10-29,1,1238.25,1,1238.25,Website Direct,Other,18-24,Delhi,Delhi
C0318,2557.85,2,2024-02-03,2025-10-14,620,1278.92,2,2557.85,Google Search,Other,25-34,Chandigarh,Chandigarh
C0320,2322.75,2,2024-02-19,2025-03-20,396,1161.38,2,2322.75,Referral,Female,25-34,Kolkata,West Bengal
C0321,1176.35,2,2024-11-08,2025-01-20,74,588.17,2,1176.35,Google Search,Other,35-44,Kolkata,West Bengal
C0322,1883.75,2,2024-08-12,2025-02-17,190,941.88,2,1883.75,Website Direct,Male,18-24,Jaipur,Rajasthan
C0323,3374.45,2,2025-01-02,2025-10-28,300,1687.22,2,3374.45,Instagram,Male,45+,Bhopal,Madhya Pradesh
C0325,3070.05,3,2024-01-02,2025-04-19,474,1023.35,3,3070.05,YouTube,Male,45+,Gurugram,Haryana
C0326,2623.35,3,2024-02-21,2025-08-20,547,874.45,3,2623.35,Instagram,Female,18-24,Vadodara,Gujarat
C0327,859.9,2,2024-11-05,2024-11-20,16,429.95,2,859.9,Instagram,Female,18-24,Pune,Maharashtra
C0328,4213.1,2,2024-08-16,2025-09-07,388,2106.55,2,4213.1,Google Search,Female,45+,Ahmedabad,Gujarat
C0329,1695.5,2,2024-09-11,2025-10-24,409,847.75,2,1695.5,YouTube,Male,25-34,Kolkata,West Bengal
C0331,2445.35,3,2025-01-26,2025-07-21,177,815.12,3,2445.35,Instagram,Female,45+,Chennai,Tamil Nadu
C0332,2161.2,1,2025-01-11,2025-01-11,1,2161.2,1,2161.2,Website Direct,Female,18-24,Surat,Gujarat
C0333,3637.2999999999997,4,2024-07-01,2024-11-08,131,909.32,4,3637.3,Google Search,Male,25-34,Lucknow,Uttar Pradesh
C0334,618.05,1,2025-12-04,2025-12-04,1,618.05,1,618.05,Google Search,Other,25-34,Ahmedabad,Gujarat
C0335,390.55,1,2024-06-01,2024-06-01,1,390.55,1,390.55,Referral,Other,25-34,Kochi,Kerala
C0336,1476.8999999999999,3,2024-02-20,2025-10-23,612,492.3,3,1476.9,Referral,Other,35-44,Vadodara,Gujarat
C0337,3087.6,3,2024-03-29,2025-08-13,503,1029.2,3,3087.6,Website Direct,Male,18-24,Noida,Uttar Pradesh
C0338,1610.3,3,2024-03-23,2025-07-05,470,536.77,3,1610.3,Instagram,Male,45+,Chandigarh,Chandigarh
C0339,4496.95,3,2024-09-07,2025-08-14,342,1498.98,3,4496.95,YouTube,Male,25-34,Jaipur,Rajasthan
C0340,5442.55,4,2024-02-22,2025-10-12,599,1360.64,4,5442.55,Google Search,Female,25-34,Pune,Maharashtra
C0342,4670.55,3,2024-10-24,2025-10-22,364,1556.85,3,4670.55,YouTube,Female,45+,Pune,Maharashtra
C0343,589.0,1,2025-11-18,2025-11-18,1,589.0,1,589.0,Referral,Male,25-34,Coimbatore,Tamil Nadu
C0345,2892.9,3,2024-10-09,2025-11-29,417,964.3,3,2892.9,Referral,Other,25-34,Noida,Uttar Pradesh
C0346,1072.1,2,2025-05-05,2025-08-27,115,536.05,2,1072.1,Website Direct,Female,25-34,Noida,Uttar Pradesh
C0347,1986.2,2,2024-07-30,2024-10-04,67,993.1,2,1986.2,Website Direct,Female,25-34,Kochi,Kerala
C0348,3312.6000000000004,3,2024-04-26,2025-11-06,560,1104.2,3,3312.6,Google Search,Female,25-34,Kochi,Kerala
C0349,579.1,1,2024-06-02,2024-06-02,1,579.1,1,579.1,Google Search,Male,25-34,Gurugram,Haryana
C0350,669.1,1,2024-07-13,2024-07-13,1,669.1,1,669.1,Google Search,Other,18-24,Mumbai,Maharashtra
C0352,4420.0,4,2025-02-24,2025-08-31,189,1105.0,4,4420.0,Google Search,Female,35-44,Nagpur,Maharashtra
C0353,418.2,1,2024-03-08,2024-03-08,1,418.2,1,418.2,YouTube,Male,35-44,Bhopal,Madhya Pradesh
C0354,2021.75,2,2024-07-03,2024-08-02,31,1010.88,2,2021.75,Website Direct,Female,25-34,Gurugram,Haryana
C0355,1453.6,2,2024-03-10,2025-12-17,648,726.8,2,1453.6,Referral,Other,18-24,Bhopal,Madhya Pradesh
C0356,3386.0,3,2024-03-07,2025-01-21,321,1128.67,3,3386.0,Google Search,Male,25-34,Surat,Gujarat
C0357,3700.2,5,2024-04-15,2024-10-23,192,740.04,5,3700.2,Website Direct,Female,25-34,Pune,Maharashtra
C0358,538.2,1,2025-07-09,2025-07-09,1,538.2,1,538.2,Instagram,Female,35-44,Hyderabad,Telangana
C0359,2232.75,3,2024-03-15,2025-05-29,441,744.25,3,2232.75,Instagram,Female,25-34,Bengaluru,Karnataka
C0360,1324.75,2,2024-03-30,2025-09-21,541,662.38,2,1324.75,Instagram,Male,25-34,Delhi,Delhi
C0361,2876.1,4,2024-03-03,2025-06-12,467,719.02,4,2876.1,Google Search,Female,35-44,Surat,Gujarat
C0362,848.0,1,2025-09-02,2025-09-02,1,848.0,1,848.0,Instagram,Female,25-34,Lucknow,Uttar Pradesh
C0363,898.5,1,2025-03-09,2025-03-09,1,898.5,1,898.5,YouTube,Male,18-24,Surat,Gujarat
C0364,3207.45,4,2024-04-11,2025-05-22,407,801.86,4,3207.45,Referral,Other,25-34,Nagpur,Maharashtra
C0365,390.55,1,2025-07-09,2025-07-09,1,390.55,1,390.55,Instagram,Other,25-34,Lucknow,Uttar Pradesh
C0366,958.1,1,2025-11-17,2025-11-17,1,958.1,1,958.1,Referral,Male,18-24,Gurugram,Haryana
C0368,1233.1,1,2024-08-18,2024-08-18,1,1233.1,1,1233.1,Referral,Male,18-24,Pune,Maharashtra
C0369,1558.6,2,2024-09-28,2025-10-17,385,779.3,2,1558.6,Google Search,Other,35-44,Bengaluru,Karnataka
C0370,2368.5,4,2024-06-22,2025-12-05,532,592.12,4,2368.5,YouTube,Other,18-24,Coimbatore,Tamil Nadu
C0371,1972.25,1,2025-05-03,2025-05-03,1,1972.25,1,1972.25,Instagram,Female,25-34,Gurugram,Haryana
C0372,1808.6999999999998,2,2024-03-21,2025-02-17,334,904.35,2,1808.7,YouTube,Other,18-24,Kolkata,West Bengal
C0373,419.05,1,2024-03-17,2024-03-17,1,419.05,1,419.05,Google Search,Male,35-44,Kolkata,West Bengal
C0374,3493.4,4,2024-05-02,2025-07-07,432,873.35,4,3493.4,Website Direct,Other,25-34,Gurugram,Haryana
C0375,1125.55,1,2025-03-08,2025-03-08,1,1125.55,1,1125.55,Website Direct,Female,35-44,Kochi,Kerala
C0377,778.2,1,2025-01-28,2025-01-28,1,778.2,1,778.2,Instagram,Male,25-34,Mumbai,Maharashtra
C0378,2399.55,2,2024-11-25,2025-12-06,377,1199.78,2,2399.55,Google Search,Male,18-24,Kolkata,West Bengal
C0380,558.15,1,2025-11-10,2025-11-10,1,558.15,1,558.15,Website Direct,Female,18-24,Indore,Madhya Pradesh
C0381,378.2,1,2025-06-05,2025-06-05,1,378.2,1,378.2,Website Direct,Other,45+,Gurugram,Haryana
C0382,2219.3,2,2025-01-27,2025-09-08,225,1109.65,2,2219.3,YouTube,Female,25-34,Delhi,Delhi
C0383,588.1,1,2024-11-01,2024-11-01,1,588.1,1,588.1,YouTube,Female,25-34,Mumbai,Maharashtra
C0384,3375.5,2,2024-12-19,2025-06-24,188,1687.75,2,3375.5,Google Search,Male,25-34,Coimbatore,Tamil Nadu
C0385,4577.65,2,2024-02-22,2024-08-10,171,2288.82,2,4577.65,Instagram,Female,25-34,Mumbai,Maharashtra
C0386,5633.75,3,2025-07-05,2025-07-13,9,1877.92,3,5633.75,Instagram,Female,18-24,Nagpur,Maharashtra
C0387,1468.75,2,2024-07-27,2025-10-22,453,734.38,2,1468.75,Instagram,Other,25-34,Coimbatore,Tamil Nadu
C0389,408.1,1,2024-05-23,2024-05-23,1,408.1,1,408.1,Instagram,Female,25-34,Delhi,Delhi
C0390,1772.85,2,2024-07-25,2024-11-05,104,886.42,2,1772.85,YouTube,Other,18-24,Mumbai,Maharashtra
C0391,2965.8500000000004,4,2024-01-28,2025-11-07,650,741.46,4,2965.85,Website Direct,Other,45+,Lucknow,Uttar Pradesh
C0392,2454.55,3,2024-04-06,2025-10-07,550,818.18,3,2454.55,Instagram,Female,35-44,Pune,Maharashtra
C0393,3074.35,5,2024-07-25,2025-12-01,495,614.87,5,3074.35,Instagram,Other,45+,Bengaluru,Karnataka
C0394,2531.95,3,2024-11-01,2025-08-16,289,843.98,3,2531.95,Website Direct,Female,45+,Lucknow,Uttar Pradesh
C0395,5179.45,6,2024-08-16,2025-10-21,432,863.24,6,5179.45,YouTube,Female,25-34,Surat,Gujarat
C0396,3448.05,3,2024-10-25,2025-07-27,276,1149.35,3,3448.05,Google Search,Male,25-34,Gurugram,Haryana
C0397,647.2,1,2024-08-06,2024-08-06,1,647.2,1,647.2,Google Search,Female,18-24,Indore,Madhya Pradesh
C0398,1248.9,2,2024-10-11,2024-10-27,17,624.45,2,1248.9,Referral,Other,25-34,Coimbatore,Tamil Nadu
C0400,2230.7,2,2024-01-29,2025-10-20,631,1115.35,2,2230.7,YouTube,Other,25-34,Vadodara,Gujarat
C0401,3963.1499999999996,4,2024-09-08,2025-12-17,466,990.79,4,3963.15,Instagram,Male,18-24,Bengaluru,Karnataka
C0402,4286.25,3,2024-12-29,2025-09-12,258,1428.75,3,4286.25,Referral,Female,18-24,Hyderabad,Telangana
C0403,703.1,1,2024-08-10,2024-08-10,1,703.1,1,703.1,Google Search,Female,18-24,Hyderabad,Telangana
C0404,1969.75,1,2025-03-02,2025-03-02,1,1969.75,1,1969.75,Google Search,Female,18-24,Nagpur,Maharashtra
C0405,2228.65,3,2024-11-09,2025-10-12,338,742.88,3,2228.65,YouTube,Male,18-24,Lucknow,Uttar Pradesh
C0406,4973.5,4,2024-04-24,2025-10-24,549,1243.38,4,4973.5,Instagram,Female,25-34,Gurugram,Haryana
C0407,438.05,1,2025-12-16,2025-12-16,1,438.05,1,438.05,Google Search,Male,25-34,Jaipur,Rajasthan
C0408,5992.95,4,2024-04-30,2025-07-12,439,1498.24,4,5992.95,Website Direct,Male,25-34,Nagpur,Maharashtra
C0409,2801.15,2,2025-10-06,2025-12-13,69,1400.58,2,2801.15,Instagram,Other,25-34,Chandigarh,Chandigarh
C0410,688.1,1,2025-10-25,2025-10-25,1,688.1,1,688.1,Google Search,Male,35-44,Bhopal,Madhya Pradesh
C0411,5917.0,4,2024-03-09,2025-10-21,592,1479.25,4,5917.0,YouTube,Other,45+,Nagpur,Maharashtra
C0412,4238.5,5,2024-03-29,2025-09-20,541,847.7,5,4238.5,YouTube,Male,25-34,Kolkata,West Bengal
C0413,2858.1,4,2024-07-02,2025-06-06,340,714.52,4,2858.1,Referral,Other,35-44,Chandigarh,Chandigarh
C0414,6092.6,4,2024-02-06,2024-12-11,310,1523.15,4,6092.6,Website Direct,Male,18-24,Bhopal,Madhya Pradesh
C0415,4571.15,4,2025-01-04,2025-10-17,287,1142.79,4,4571.15,Website Direct,Other,35-44,Chennai,Tamil Nadu
C0416,2834.7,1,2024-10-29,2024-10-29,1,2834.7,1,2834.7,YouTube,Male,35-44,Kolkata,West Bengal
C0417,948.1,1,2025-11-19,2025-11-19,1,948.1,1,948.1,YouTube,Other,25-34,Ahmedabad,Gujarat
C0419,1417.85,2,2024-08-16,2025-01-25,163,708.92,2,1417.85,YouTube,Other,25-34,Noida,Uttar Pradesh
C0420,2325.05,2,2024-05-20,2024-10-22,156,1162.53,2,2325.05,YouTube,Other,25-34,Gurugram,Haryana
C0421,853.1,1,2024-04-09,2024-04-09,1,853.1,1,853.1,Website Direct,Female,25-34,Indore,Madhya Pradesh
C0422,2410.4,3,2024-06-13,2025-08-14,428,803.47,3,2410.4,Google Search,Male,18-24,Lucknow,Uttar Pradesh
C0424,848.0,1,2024-02-23,2024-02-23,1,848.0,1,848.0,Website Direct,Other,25-34,Kochi,Kerala
C0425,2144.9,3,2024-05-05,2025-10-19,533,714.97,3,2144.9,Google Search,Female,25-34,Chandigarh,Chandigarh
C0426,2074.4,2,2024-04-14,2025-04-09,361,1037.2,2,2074.4,Google Search,Male,35-44,Lucknow,Uttar Pradesh
C0427,1836.6,1,2024-02-25,2024-02-25,1,1836.6,1,1836.6,Instagram,Other,25-34,Kochi,Kerala
C0428,482.3,1,2024-09-06,2024-09-06,1,482.3,1,482.3,Website Direct,Female,35-44,Hyderabad,Telangana
C0429,2609.9,3,2024-08-12,2025-04-26,258,869.97,3,2609.9,Google Search,Other,18-24,Pune,Maharashtra
C0431,783.15,1,2025-07-02,2025-07-02,1,783.15,1,783.15,Google Search,Male,18-24,Nagpur,Maharashtra
C0432,4027.15,4,2024-06-14,2025-10-29,503,1006.79,4,4027.15,Referral,Male,18-24,Nagpur,Maharashtra
C0433,2781.9,2,2024-01-21,2024-06-06,138,1390.95,2,2781.9,Google Search,Other,18-24,Bengaluru,Karnataka
C0434,4874.3,4,2025-01-24,2025-08-10,199,1218.58,4,4874.3,Google Search,Female,25-34,Kochi,Kerala
C0435,2432.3500000000004,3,2024-01-07,2025-01-30,390,810.78,3,2432.35,YouTube,Male,25-34,Coimbatore,Tamil Nadu
C0437,4830.05,6,2024-01-12,2024-12-23,347,805.01,6,4830.05,Google Search,Female,18-24,Surat,Gujarat
C0440,2555.25,2,2024-04-14,2024-08-17,126,1277.62,2,2555.25,Instagram,Other,18-24,Kochi,Kerala
C0441,2228.2,3,2024-11-06,2025-09-13,312,742.73,3,2228.2,Google Search,Other,25-34,Bhopal,Madhya Pradesh
C0442,1795.25,3,2024-06-01,2025-08-15,441,598.42,3,1795.25,Instagram,Male,18-24,Kochi,Kerala
C0443,3492.55,2,2024-04-18,2025-06-21,430,1746.28,2,3492.55,Google Search,Female,25-34,Jaipur,Rajasthan
C0444,5374.65,3,2024-05-22,2025-02-05,260,1791.55,3,5374.65,Referral,Other,25-34,Chandigarh,Chandigarh
C0445,3143.15,3,2025-01-12,2025-10-20,282,1047.72,3,3143.15,Google Search,Other,35-44,Indore,Madhya Pradesh
C0447,1320.15,3,2024-03-22,2025-12-20,639,440.05,3,1320.15,Referral,Male,25-34,Delhi,Delhi
C0448,610.65,1,2024-11-22,2024-11-22,1,610.65,1,610.65,Website Direct,Female,35-44,Pune,Maharashtra
C0450,4212.700000000001,4,2024-10-22,2025-07-31,283,1053.18,4,4212.7,Instagram,Other,25-34,Delhi,Delhi
C0451,4219.8,5,2024-03-16,2025-05-17,428,843.96,5,4219.8,Instagram,Male,25-34,Surat,Gujarat
C0452,3043.9,2,2024-12-24,2025-03-08,75,1521.95,2,3043.9,Instagram,Female,45+,Nagpur,Maharashtra
C0453,3710.85,2,2024-08-08,2024-10-30,84,1855.42,2,3710.85,Instagram,Female,35-44,Lucknow,Uttar Pradesh
C0454,833.25,1,2025-02-12,2025-02-12,1,833.25,1,833.25,Google Search,Other,25-34,Jaipur,Rajasthan
C0455,591.65,1,2024-10-29,2024-10-29,1,591.65,1,591.65,Google Search,Other,45+,Jaipur,Rajasthan
C0456,1279.65,1,2025-09-27,2025-09-27,1,1279.65,1,1279.65,Website Direct,Other,18-24,Mumbai,Maharashtra
C0457,2740.4,3,2024-01-13,2024-11-02,295,913.47,3,2740.4,Google Search,Male,18-24,Gurugram,Haryana
C0458,2485.45,4,2024-10-08,2025-07-07,273,621.36,4,2485.45,Website Direct,Male,25-34,Lucknow,Uttar Pradesh
C0460,2987.5499999999997,3,2025-08-13,2025-10-12,61,995.85,3,2987.55,Website Direct,Male,25-34,Chennai,Tamil Nadu
C0461,4044.35,4,2024-11-01,2025-12-16,411,1011.09,4,4044.35,Instagram,Female,35-44,Surat,Gujarat
C0462,3538.75,2,2025-01-24,2025-06-13,141,1769.38,2,3538.75,YouTube,Other,35-44,Indore,Madhya Pradesh
C0463,2446.35,2,2024-07-05,2025-10-25,478,1223.18,2,2446.35,Google Search,Male,25-34,Pune,Maharashtra
C0464,2132.8999999999996,3,2024-10-25,2025-03-31,158,710.97,3,2132.9,Instagram,Other,18-24,Ahmedabad,Gujarat
C0465,1568.3,2,2024-01-10,2024-04-23,105,784.15,2,1568.3,Google Search,Female,45+,Lucknow,Uttar Pradesh
C0466,758.1,1,2025-09-11,2025-09-11,1,758.1,1,758.1,Google Search,Male,18-24,Pune,Maharashtra
C0467,1005.25,3,2024-09-06,2025-08-11,340,335.08,3,1005.25,Instagram,Female,25-34,Surat,Gujarat
C0470,8251.550000000001,6,2024-09-12,2025-04-30,231,1375.26,6,8251.55,Google Search,Female,35-44,Hyderabad,Telangana
C0471,1960.5,3,2024-04-02,2025-10-15,562,653.5,3,1960.5,Instagram,Male,35-44,Nagpur,Maharashtra
C0472,2843.5,3,2024-03-19,2025-09-18,549,947.83,3,2843.5,Referral,Other,35-44,Coimbatore,Tamil Nadu
C0473,2449.4,2,2024-07-16,2024-09-14,61,1224.7,2,2449.4,Instagram,Female,25-34,Surat,Gujarat
C0474,2288.8999999999996,2,2024-08-10,2025-03-09,212,1144.45,2,2288.9,YouTube,Female,25-34,Delhi,Delhi
C0475,948.1,1,2025-05-16,2025-05-16,1,948.1,1,948.1,Instagram,Other,35-44,Bengaluru,Karnataka
C0476,1854.5500000000002,2,2025-04-09,2025-09-20,165,927.28,2,1854.55,Website Direct,Male,25-34,Vadodara,Gujarat
C0477,2527.2,2,2024-06-12,2025-08-16,431,1263.6,2,2527.2,Instagram,Female,25-34,Bengaluru,Karnataka
C0478,3558.3,2,2024-09-06,2024-11-10,66,1779.15,2,3558.3,Referral,Male,25-34,Delhi,Delhi
C0479,770.7,1,2025-01-02,2025-01-02,1,770.7,1,770.7,YouTube,Other,25-34,Nagpur,Maharashtra
C0480,2243.85,1,2025-06-15,2025-06-15,1,2243.85,1,2243.85,Website Direct,Female,25-34,Jaipur,Rajasthan
C0481,3702.35,3,2024-02-14,2025-06-07,480,1234.12,3,3702.35,Instagram,Other,25-34,Ahmedabad,Gujarat
C0482,3691.5,5,2024-03-15,2025-12-31,657,738.3,5,3691.5,Instagram,Other,45+,Nagpur,Maharashtra
C0483,3501.05,3,2024-05-08,2025-10-02,513,1167.02,3,3501.05,YouTube,Female,25-34,Nagpur,Maharashtra
C0484,2453.6499999999996,2,2024-04-19,2025-10-19,549,1226.82,2,2453.65,Instagram,Female,18-24,Chennai,Tamil Nadu
C0485,655.8499999999999,2,2025-08-20,2025-11-09,82,327.92,2,655.85,Instagram,Other,25-34,Indore,Madhya Pradesh
C0486,4656.65,4,2024-05-04,2025-09-20,505,1164.16,4,4656.65,Instagram,Other,35-44,Jaipur,Rajasthan
C0487,3723.45,3,2024-02-05,2025-04-04,425,1241.15,3,3723.45,Google Search,Male,35-44,Bengaluru,Karnataka
C0488,1985.3000000000002,2,2024-02-22,2024-08-14,175,992.65,2,1985.3,Instagram,Male,18-24,Noida,Uttar Pradesh
C0489,3120.45,3,2024-03-29,2024-06-28,92,1040.15,3,3120.45,Instagram,Other,25-34,Hyderabad,Telangana
C0490,7660.05,5,2024-01-15,2025-08-20,584,1532.01,5,7660.05,Instagram,Female,18-24,Mumbai,Maharashtra
C0491,1057.35,1,2025-08-06,2025-08-06,1,1057.35,1,1057.35,Google Search,Other,35-44,Delhi,Delhi
C0492,2684.1000000000004,2,2025-05-29,2025-07-07,40,1342.05,2,2684.1,Instagram,Other,25-34,Nagpur,Maharashtra
C0494,1484.85,2,2024-01-03,2025-07-09,554,742.42,2,1484.85,Google Search,Male,35-44,Kochi,Kerala
C0495,1965.4,3,2025-01-24,2025-11-05,286,655.13,3,1965.4,YouTube,Male,18-24,Mumbai,Maharashtra
C0496,3373.5,3,2024-07-08,2025-11-18,499,1124.5,3,3373.5,YouTube,Male,25-34,Pune,Maharashtra
C0497,948.1,1,2024-08-16,2024-08-16,1,948.1,1,948.1,Google Search,Female,18-24,Gurugram,Haryana
C0498,2727.2,2,2024-11-09,2025-01-03,56,1363.6,2,2727.2,Instagram,Male,18-24,Mumbai,Maharashtra
C0499,423.25,1,2025-08-14,2025-08-14,1,423.25,1,423.25,Instagram,Female,25-34,Noida,Uttar Pradesh
C0500,1809.5500000000002,3,2024-10-14,2025-04-12,181,603.18,3,1809.55,Google Search,Other,25-34,Pune,Maharashtra
