order_item_id,order_id,product_id,quantity,unit_price,discount_pct,item_total,product_name,category,skin_type,mrp,cost_price,gross_margin,margin_pct,real_revenue,real_cost,real_margin,real_margin_pct,order_status,order_date,sales_channel
OI000527,O00321,P003,1,699,10,629.1,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,629.1,315,314.1,49.93,Delivered,2025-07-02,Mobile App
OI000528,O00322,P011,1,349,5,331.55,Sepicalm 3% Moisturizer,Moisturizer,Sensitive,349,148,201,57.59,331.55,148,183.55,55.36,Delivered,2024-06-20,Website
OI000529,O00323,P025,1,599,5,569.05,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,569.05,266,303.04999999999995,53.26,Delivered,2024-10-01,Mobile App
OI000530,O00324,P010,1,399,10,359.1,Vitamin B5 Moisturizer,Moisturizer,All Skin Types,399,162,237,59.4,359.1,162,197.10000000000002,54.89,Delivered,2024-06-09,Website
OI000531,O00325,P009,2,349,10,628.2,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,628.2,290,338.20000000000005,53.84,Delivered,2025-05-24,Website
OI000532,O00325,P002,1,599,15,509.15,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,509.15,265,244.14999999999998,47.95,Delivered,2025-05-24,Website
OI000533,O00326,P006,3,599,25,1347.75,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,1347.75,774,573.75,42.57,Delivered,2024-12-07,Mobile App
OI000534,O00326,P017,1,299,15,254.15,Oat Extract Gentle Cleanser,Cleanser,Sensitive / Dry,299,121,178,59.53,254.15,121,133.15,52.39,Delivered,2024-12-07,Mobile App
OI000537,O00328,P002,2,599,5,1138.1,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,1138.1,530,608.0999999999999,53.43,Delivered,2025-06-12,Mobile App
OI000540,O00330,P005,1,699,10,629.1,Retinol 0.3% Face Serum,Serum,Normal / Dry,699,318,381,54.51,629.1,318,311.1,49.45,Delivered,2025-08-04,Mobile App
OI000541,O00330,P009,1,349,20,279.2,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,279.2,145,134.2,48.07,Delivered,2025-08-04,Mobile App
OI000542,O00330,P013,1,399,0,399.0,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,399.0,168,231.0,57.89,Delivered,2025-08-04,Mobile App
OI000543,O00330,P004,1,649,0,649.0,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,649.0,292,357.0,55.01,Delivered,2025-08-04,Mobile App
OI000544,O00331,P009,1,349,5,331.55,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,331.55,145,186.55,56.27,Delivered,2025-01-25,Website
OI000545,O00332,P024,1,799,15,679.15,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,679.15,372,307.15,45.23,Delivered,2025-07-03,Marketplace
OI000546,O00333,P004,1,649,5,616.55,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,616.55,292,324.54999999999995,52.64,Delivered,2024-11-13,Website
OI000547,O00334,P011,1,349,10,314.1,Sepicalm 3% Moisturizer,Moisturizer,Sensitive,349,148,201,57.59,314.1,148,166.10000000000002,52.88,Delivered,2025-05-17,Website
OI000548,O00334,P017,2,299,0,598.0,Oat Extract Gentle Cleanser,Cleanser,Sensitive / Dry,299,121,178,59.53,598.0,242,356.0,59.53,Delivered,2025-05-17,Website
OI000549,O00334,P017,1,299,20,239.2,Oat Extract Gentle Cleanser,Cleanser,Sensitive / Dry,299,121,178,59.53,239.2,121,118.19999999999999,49.41,Delivered,2025-05-17,Website
OI000550,O00335,P013,1,399,20,319.2,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,319.2,168,151.2,47.37,Delivered,2025-02-06,Website
OI000551,O00335,P016,2,299,5,568.1,Salicylic Acid Face Cleanser,Cleanser,Oily / Acne-Prone,299,117,182,60.87,568.1,234,334.1,58.81,Delivered,2025-02-06,Website
OI000552,O00335,P002,1,599,0,599.0,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,599.0,265,334.0,55.76,Delivered,2025-02-06,Website
OI000553,O00336,P015,1,449,10,404.1,Aqualogica Lightweight Sunscreen,Sunscreen,Oily / Combination,449,192,257,57.24,404.1,192,212.10000000000002,52.49,Delivered,2024-11-29,Website
OI000554,O00337,P013,1,399,25,299.25,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,299.25,168,131.25,43.86,Delivered,2024-08-12,Website
OI000555,O00338,P006,1,599,0,599.0,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,599.0,258,341.0,56.93,Delivered,2024-08-18,Mobile App
OI000558,O00340,P028,1,249,0,249.0,Lip Balm SPF 30,Lip Care,All Skin Types,249,92,157,63.05,249.0,92,157.0,63.05,Delivered,2024-07-25,Website
OI000559,O00341,P004,1,649,20,519.2,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,519.2,292,227.20000000000005,43.76,Delivered,2024-10-22,Website
OI000560,O00341,P005,1,699,5,664.05,Retinol 0.3% Face Serum,Serum,Normal / Dry,699,318,381,54.51,664.05,318,346.04999999999995,52.11,Delivered,2024-10-22,Website
OI000561,O00342,P002,1,599,5,569.05,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,569.05,265,304.04999999999995,53.43,Delivered,2024-08-05,Mobile App
OI000567,O00346,P006,1,599,20,479.2,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,479.2,258,221.2,46.16,Delivered,2025-02-28,Mobile App
OI000568,O00347,P024,1,799,0,799.0,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,799.0,372,427.0,53.44,Delivered,2024-08-15,Website
OI000571,O00349,P004,2,649,10,1168.2,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,1168.2,584,584.2,50.01,Delivered,2025-02-11,Mobile App
OI000572,O00350,P014,1,499,0,499.0,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,499.0,211,288.0,57.72,Delivered,2025-10-17,Website
OI000573,O00351,P009,1,349,5,331.55,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,331.55,145,186.55,56.27,Delivered,2024-01-14,Website
OI000574,O00352,P027,1,399,5,379.05,Body Wash with Salicylic Acid,Body Care,Oily / Acne-Prone,399,159,240,60.15,379.05,159,220.05,58.05,Delivered,2024-02-09,Website
OI000575,O00352,P019,1,399,10,359.1,PHA 3% Alcohol-Free Toner,Toner,Sensitive,399,166,233,58.4,359.1,166,193.10000000000002,53.77,Delivered,2024-02-09,Website
OI000576,O00353,P014,2,499,0,998.0,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,998.0,422,576.0,57.72,Delivered,2024-11-15,Mobile App
OI000577,O00354,P002,1,599,15,509.15,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,509.15,265,244.14999999999998,47.95,Delivered,2024-08-20,Mobile App
OI000578,O00354,P025,1,599,10,539.1,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,539.1,266,273.1,50.66,Delivered,2024-08-20,Mobile App
OI000579,O00354,P024,2,799,10,1438.2,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,1438.2,744,694.2,48.27,Delivered,2024-08-20,Mobile App
OI000580,O00354,P004,1,649,15,551.65,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,551.65,292,259.65,47.07,Delivered,2024-08-20,Mobile App
OI000581,O00355,P018,1,349,0,349.0,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,349.0,143,206.0,59.03,Delivered,2025-10-13,Website
OI000582,O00356,P005,2,699,10,1258.2,Retinol 0.3% Face Serum,Serum,Normal / Dry,699,318,381,54.51,1258.2,636,622.2,49.45,Delivered,2025-03-02,Website
OI000583,O00356,P004,2,649,0,1298.0,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,1298.0,584,714.0,55.01,Delivered,2025-03-02,Website
OI000584,O00357,P003,1,699,0,699.0,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,699.0,315,384.0,54.94,Delivered,2025-10-03,Website
OI000585,O00358,P020,1,349,10,314.1,Rose Water Hydrating Toner,Toner,All Skin Types,349,139,210,60.17,314.1,139,175.10000000000002,55.75,Delivered,2024-11-05,Website
OI000586,O00359,P026,1,449,0,449.0,Body Lotion with Niacinamide,Body Care,All Skin Types,449,182,267,59.47,449.0,182,267.0,59.47,Delivered,2025-09-10,Marketplace
OI000587,O00359,P016,1,299,5,284.05,Salicylic Acid Face Cleanser,Cleanser,Oily / Acne-Prone,299,117,182,60.87,284.05,117,167.05,58.81,Delivered,2025-09-10,Marketplace
OI000590,O00362,P026,2,449,25,673.5,Body Lotion with Niacinamide,Body Care,All Skin Types,449,182,267,59.47,673.5,364,309.5,45.95,Delivered,2024-08-27,Website
OI000591,O00363,P012,1,449,15,381.65,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,381.65,197,184.64999999999998,48.38,Delivered,2025-09-13,Mobile App
OI000592,O00363,P003,1,699,20,559.2,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,559.2,315,244.20000000000005,43.67,Delivered,2025-09-13,Mobile App
OI000593,O00363,P020,1,349,10,314.1,Rose Water Hydrating Toner,Toner,All Skin Types,349,139,210,60.17,314.1,139,175.10000000000002,55.75,Delivered,2025-09-13,Mobile App
OI000594,O00364,P017,1,299,20,239.2,Oat Extract Gentle Cleanser,Cleanser,Sensitive / Dry,299,121,178,59.53,239.2,121,118.19999999999999,49.41,Delivered,2024-09-06,Website
OI000595,O00365,P026,1,449,5,426.55,Body Lotion with Niacinamide,Body Care,All Skin Types,449,182,267,59.47,426.55,182,244.55,57.33,Delivered,2025-08-20,Mobile App
OI000596,O00365,P019,1,399,15,339.15,PHA 3% Alcohol-Free Toner,Toner,Sensitive,399,166,233,58.4,339.15,166,173.14999999999998,51.05,Delivered,2025-08-20,Mobile App
OI000597,O00365,P014,1,499,10,449.1,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,449.1,211,238.10000000000002,53.02,Delivered,2025-08-20,Mobile App
OI000598,O00366,P026,1,449,5,426.55,Body Lotion with Niacinamide,Body Care,All Skin Types,449,182,267,59.47,426.55,182,244.55,57.33,Delivered,2024-08-26,Website
OI000599,O00366,P018,2,349,25,523.5,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,523.5,286,237.5,45.37,Delivered,2024-08-26,Website
OI000600,O00367,P012,1,449,5,426.55,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,426.55,197,229.55,53.82,Delivered,2025-02-01,Mobile App
OI000601,O00367,P014,1,499,10,449.1,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,449.1,211,238.10000000000002,53.02,Delivered,2025-02-01,Mobile App
OI000602,O00368,P021,1,399,5,379.05,Caffeine Under Eye Cream,Eye Care,All Skin Types,399,157,242,60.65,379.05,157,222.05,58.58,Delivered,2024-08-12,Website
OI000603,O00368,P017,3,299,0,897.0,Oat Extract Gentle Cleanser,Cleanser,Sensitive / Dry,299,121,178,59.53,897.0,363,534.0,59.53,Delivered,2024-08-12,Website
OI000604,O00369,P008,2,799,15,1358.3,Granactive Retinoid 2% Serum,Serum,Normal / Mature,799,358,441,55.19,1358.3,716,642.3,47.29,Delivered,2025-10-08,Website
OI000605,O00369,P022,1,499,20,399.2,Multi-Peptide Eye Cream,Eye Care,Mature / Dry,499,218,281,56.31,399.2,218,181.2,45.39,Delivered,2025-10-08,Website
OI000606,O00369,P005,1,699,10,629.1,Retinol 0.3% Face Serum,Serum,Normal / Dry,699,318,381,54.51,629.1,318,311.1,49.45,Delivered,2025-10-08,Website
OI000607,O00369,P018,1,349,25,261.75,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,261.75,143,118.75,45.37,Delivered,2025-10-08,Website
OI000608,O00370,P002,1,599,5,569.05,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,569.05,265,304.04999999999995,53.43,Delivered,2025-07-15,Website
OI000609,O00371,P007,1,699,10,629.1,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,629.1,322,307.1,48.82,Delivered,2024-05-14,Website
OI000610,O00371,P016,2,299,5,568.1,Salicylic Acid Face Cleanser,Cleanser,Oily / Acne-Prone,299,117,182,60.87,568.1,234,334.1,58.81,Delivered,2024-05-14,Website
OI000611,O00371,P014,2,499,0,998.0,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,998.0,422,576.0,57.72,Delivered,2024-05-14,Website
OI000612,O00372,P026,1,449,10,404.1,Body Lotion with Niacinamide,Body Care,All Skin Types,449,182,267,59.47,404.1,182,222.10000000000002,54.96,Delivered,2025-03-13,Website
OI000613,O00373,P004,1,649,25,486.75,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,486.75,292,194.75,40.01,Delivered,2025-02-17,Website
OI000614,O00373,P018,1,349,0,349.0,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,349.0,143,206.0,59.03,Delivered,2025-02-17,Website
OI000615,O00374,P015,2,449,5,853.1,Aqualogica Lightweight Sunscreen,Sunscreen,Oily / Combination,449,192,257,57.24,853.1,384,469.1,54.99,Delivered,2024-10-08,Website
OI000616,O00375,P017,1,299,20,239.2,Oat Extract Gentle Cleanser,Cleanser,Sensitive / Dry,299,121,178,59.53,239.2,121,118.19999999999999,49.41,Delivered,2024-10-07,Website
OI000617,O00375,P007,1,699,5,664.05,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,664.05,322,342.04999999999995,51.51,Delivered,2024-10-07,Website
OI000618,O00375,P003,1,699,5,664.05,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,664.05,315,349.04999999999995,52.56,Delivered,2024-10-07,Website
OI000619,O00375,P008,2,799,15,1358.3,Granactive Retinoid 2% Serum,Serum,Normal / Mature,799,358,441,55.19,1358.3,716,642.3,47.29,Delivered,2024-10-07,Website
OI000620,O00376,P021,1,399,0,399.0,Caffeine Under Eye Cream,Eye Care,All Skin Types,399,157,242,60.65,399.0,157,242.0,60.65,Delivered,2025-11-05,Website
OI000621,O00377,P001,1,549,15,466.65,2% Salicylic Acid Face Serum,Serum,Oily / Acne-Prone,549,247,302,55.01,466.65,247,219.64999999999998,47.07,Delivered,2024-05-07,Website
OI000622,O00377,P007,1,699,10,629.1,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,629.1,322,307.1,48.82,Delivered,2024-05-07,Website
OI000623,O00377,P026,1,449,15,381.65,Body Lotion with Niacinamide,Body Care,All Skin Types,449,182,267,59.47,381.65,182,199.64999999999998,52.31,Delivered,2024-05-07,Website
OI000624,O00378,P004,1,649,15,551.65,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,551.65,292,259.65,47.07,Delivered,2025-09-12,Mobile App
OI000625,O00379,P026,1,449,20,359.2,Body Lotion with Niacinamide,Body Care,All Skin Types,449,182,267,59.47,359.2,182,177.2,49.33,Delivered,2024-03-17,Website
OI000626,O00380,P008,1,799,25,599.25,Granactive Retinoid 2% Serum,Serum,Normal / Mature,799,358,441,55.19,599.25,358,241.25,40.26,Delivered,2025-01-16,Website
OI000627,O00380,P020,1,349,5,331.55,Rose Water Hydrating Toner,Toner,All Skin Types,349,139,210,60.17,331.55,139,192.55,58.08,Delivered,2025-01-16,Website
OI000628,O00381,P020,1,349,0,349.0,Rose Water Hydrating Toner,Toner,All Skin Types,349,139,210,60.17,349.0,139,210.0,60.17,Delivered,2024-03-08,Mobile App
OI000632,O00383,P018,1,349,15,296.65,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,296.65,143,153.64999999999998,51.8,Delivered,2024-08-20,Website
OI000633,O00384,P024,2,799,20,1278.4,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,1278.4,744,534.4000000000001,41.8,Delivered,2024-12-28,Website
OI000634,O00384,P021,1,399,5,379.05,Caffeine Under Eye Cream,Eye Care,All Skin Types,399,157,242,60.65,379.05,157,222.05,58.58,Delivered,2024-12-28,Website
OI000635,O00384,P007,1,699,0,699.0,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,699.0,322,377.0,53.93,Delivered,2024-12-28,Website
OI000636,O00385,P010,1,399,25,299.25,Vitamin B5 Moisturizer,Moisturizer,All Skin Types,399,162,237,59.4,299.25,162,137.25,45.86,Delivered,2025-10-19,Mobile App
OI000637,O00385,P012,2,449,15,763.3,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,763.3,394,369.29999999999995,48.38,Delivered,2025-10-19,Mobile App
OI000638,O00385,P018,1,349,10,314.1,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,314.1,143,171.10000000000002,54.47,Delivered,2025-10-19,Mobile App
OI000639,O00385,P011,2,349,15,593.3,Sepicalm 3% Moisturizer,Moisturizer,Sensitive,349,148,201,57.59,593.3,296,297.29999999999995,50.11,Delivered,2025-10-19,Mobile App
OI000640,O00386,P012,3,449,15,1144.95,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,1144.95,591,553.95,48.38,Delivered,2024-12-19,Mobile App
OI000641,O00386,P014,2,499,10,898.2,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,898.2,422,476.20000000000005,53.02,Delivered,2024-12-19,Mobile App
OI000642,O00386,P014,1,499,0,499.0,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,499.0,211,288.0,57.72,Delivered,2024-12-19,Mobile App
OI000643,O00387,P006,1,599,5,569.05,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,569.05,258,311.04999999999995,54.66,Delivered,2024-02-22,Website
OI000644,O00387,P013,1,399,5,379.05,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,379.05,168,211.05,55.68,Delivered,2024-02-22,Website
OI000645,O00387,P019,1,399,10,359.1,PHA 3% Alcohol-Free Toner,Toner,Sensitive,399,166,233,58.4,359.1,166,193.10000000000002,53.77,Delivered,2024-02-22,Website
OI000647,O00389,P025,1,599,20,479.2,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,479.2,266,213.2,44.49,Delivered,2024-07-09,Website
OI000648,O00390,P003,2,699,0,1398.0,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,1398.0,630,768.0,54.94,Delivered,2025-04-26,Website
OI000649,O00390,P010,1,399,5,379.05,Vitamin B5 Moisturizer,Moisturizer,All Skin Types,399,162,237,59.4,379.05,162,217.05,57.26,Delivered,2025-04-26,Website
OI000650,O00391,P004,1,649,5,616.55,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,616.55,292,324.54999999999995,52.64,Delivered,2024-04-23,Mobile App
OI000651,O00391,P005,1,699,10,629.1,Retinol 0.3% Face Serum,Serum,Normal / Dry,699,318,381,54.51,629.1,318,311.1,49.45,Delivered,2024-04-23,Mobile App
OI000652,O00391,P011,2,349,15,593.3,Sepicalm 3% Moisturizer,Moisturizer,Sensitive,349,148,201,57.59,593.3,296,297.29999999999995,50.11,Delivered,2024-04-23,Mobile App
OI000654,O00393,P006,1,599,5,569.05,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,569.05,258,311.04999999999995,54.66,Delivered,2025-09-03,Website
OI000655,O00393,P004,1,649,20,519.2,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,519.2,292,227.20000000000005,43.76,Delivered,2025-09-03,Website
OI000656,O00394,P003,1,699,5,664.05,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,664.05,315,349.04999999999995,52.56,Delivered,2025-05-29,Mobile App
OI000657,O00395,P002,1,599,0,599.0,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,599.0,265,334.0,55.76,Delivered,2025-02-21,Website
OI000658,O00396,P007,1,699,5,664.05,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,664.05,322,342.04999999999995,51.51,Delivered,2024-02-18,Website
OI000660,O00398,P003,2,699,10,1258.2,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,1258.2,630,628.2,49.93,Delivered,2024-10-09,Website
OI000661,O00398,P014,1,499,15,424.15,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,424.15,211,213.14999999999998,50.25,Delivered,2024-10-09,Website
OI000662,O00399,P025,2,599,10,1078.2,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,1078.2,532,546.2,50.66,Delivered,2024-07-25,Website
OI000663,O00399,P018,1,349,5,331.55,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,331.55,143,188.55,56.87,Delivered,2024-07-25,Website
OI000664,O00400,P027,1,399,25,299.25,Body Wash with Salicylic Acid,Body Care,Oily / Acne-Prone,399,159,240,60.15,299.25,159,140.25,46.87,Delivered,2025-05-30,Marketplace
OI000665,O00401,P005,1,699,20,559.2,Retinol 0.3% Face Serum,Serum,Normal / Dry,699,318,381,54.51,559.2,318,241.20000000000005,43.13,Delivered,2025-07-29,Website
OI000666,O00402,P001,1,549,0,549.0,2% Salicylic Acid Face Serum,Serum,Oily / Acne-Prone,549,247,302,55.01,549.0,247,302.0,55.01,Delivered,2024-09-22,Mobile App
OI000667,O00403,P028,2,249,20,398.4,Lip Balm SPF 30,Lip Care,All Skin Types,249,92,157,63.05,398.4,184,214.39999999999998,53.82,Delivered,2024-09-11,Mobile App
OI000668,O00403,P008,1,799,0,799.0,Granactive Retinoid 2% Serum,Serum,Normal / Mature,799,358,441,55.19,799.0,358,441.0,55.19,Delivered,2024-09-11,Mobile App
OI000670,O00405,P021,1,399,5,379.05,Caffeine Under Eye Cream,Eye Care,All Skin Types,399,157,242,60.65,379.05,157,222.05,58.58,Delivered,2025-12-05,Mobile App
OI000671,O00406,P012,1,449,15,381.65,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,381.65,197,184.64999999999998,48.38,Delivered,2024-06-08,Website
OI000672,O00407,P014,1,499,0,499.0,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,499.0,211,288.0,57.72,Delivered,2024-07-03,Website
OI000673,O00408,P009,1,349,0,349.0,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,349.0,145,204.0,58.45,Delivered,2024-04-12,Website
OI000674,O00409,P023,1,499,15,424.15,Anti-Dandruff Shampoo,Hair Care,Scalp Care,499,221,278,55.71,424.15,221,203.14999999999998,47.9,Delivered,2024-01-14,Website
OI000675,O00409,P002,2,599,15,1018.3,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,1018.3,530,488.29999999999995,47.95,Delivered,2024-01-14,Website
OI000676,O00410,P013,1,399,20,319.2,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,319.2,168,151.2,47.37,Delivered,2024-02-27,Website
OI000677,O00411,P009,1,349,0,349.0,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,349.0,145,204.0,58.45,Delivered,2024-08-20,Website
OI000678,O00411,P024,1,799,0,799.0,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,799.0,372,427.0,53.44,Delivered,2024-08-20,Website
OI000679,O00411,P021,2,399,5,758.1,Caffeine Under Eye Cream,Eye Care,All Skin Types,399,157,242,60.65,758.1,314,444.1,58.58,Delivered,2024-08-20,Website
OI000680,O00412,P016,2,299,5,568.1,Salicylic Acid Face Cleanser,Cleanser,Oily / Acne-Prone,299,117,182,60.87,568.1,234,334.1,58.81,Delivered,2024-07-01,Website
OI000681,O00412,P015,1,449,5,426.55,Aqualogica Lightweight Sunscreen,Sunscreen,Oily / Combination,449,192,257,57.24,426.55,192,234.55,54.99,Delivered,2024-07-01,Website
OI000682,O00412,P007,1,699,20,559.2,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,559.2,322,237.20000000000005,42.42,Delivered,2024-07-01,Website
OI000683,O00413,P028,1,249,5,236.55,Lip Balm SPF 30,Lip Care,All Skin Types,249,92,157,63.05,236.55,92,144.55,61.11,Delivered,2024-06-01,Website
OI000684,O00413,P021,1,399,0,399.0,Caffeine Under Eye Cream,Eye Care,All Skin Types,399,157,242,60.65,399.0,157,242.0,60.65,Delivered,2024-06-01,Website
OI000685,O00414,P016,1,299,10,269.1,Salicylic Acid Face Cleanser,Cleanser,Oily / Acne-Prone,299,117,182,60.87,269.1,117,152.10000000000002,56.52,Delivered,2025-05-07,Website
OI000686,O00414,P006,1,599,10,539.1,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,539.1,258,281.1,52.14,Delivered,2025-05-07,Website
OI000687,O00415,P027,2,399,0,798.0,Body Wash with Salicylic Acid,Body Care,Oily / Acne-Prone,399,159,240,60.15,798.0,318,480.0,60.15,Delivered,2024-03-30,Website
OI000688,O00416,P006,1,599,25,449.25,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,449.25,258,191.25,42.57,Delivered,2024-05-22,Marketplace
OI000689,O00416,P022,1,499,5,474.05,Multi-Peptide Eye Cream,Eye Care,Mature / Dry,499,218,281,56.31,474.05,218,256.05,54.01,Delivered,2024-05-22,Marketplace
OI000690,O00416,P002,1,599,25,449.25,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,449.25,265,184.25,41.01,Delivered,2024-05-22,Marketplace
OI000691,O00417,P014,2,499,0,998.0,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,998.0,422,576.0,57.72,Delivered,2025-08-12,Website
OI000692,O00418,P017,1,299,20,239.2,Oat Extract Gentle Cleanser,Cleanser,Sensitive / Dry,299,121,178,59.53,239.2,121,118.19999999999999,49.41,Delivered,2025-06-24,Website
OI000693,O00418,P007,1,699,15,594.15,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,594.15,322,272.15,45.8,Delivered,2025-06-24,Website
OI000695,O00420,P004,1,649,0,649.0,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,649.0,292,357.0,55.01,Delivered,2024-03-20,Mobile App
OI000696,O00420,P021,1,399,0,399.0,Caffeine Under Eye Cream,Eye Care,All Skin Types,399,157,242,60.65,399.0,157,242.0,60.65,Delivered,2024-03-20,Mobile App
OI000697,O00421,P007,1,699,0,699.0,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,699.0,322,377.0,53.93,Delivered,2024-09-02,Mobile App
OI000698,O00421,P013,1,399,25,299.25,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,299.25,168,131.25,43.86,Delivered,2024-09-02,Mobile App
OI000700,O00423,P024,1,799,0,799.0,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,799.0,372,427.0,53.44,Delivered,2024-04-13,Mobile App
